open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,stock_id,date
140.95,141.44,138.62,140.88,139.163220088626,3337851.0,0.0,1.0,1,2022-12-22
141.84,143.09,140.975,142.14,140.407865583456,3793700.0,0.0,1.0,1,2022-12-21
138.84,141.425,138.34,141.28,139.558345642541,5156450.0,0.0,1.0,1,2022-12-20
140.16,140.44,137.195,138.87,137.177714180207,5282860.0,0.0,1.0,1,2022-12-19
141.25,141.915,138.97,140.16,138.45199409158,9834427.0,0.0,1.0,1,2022-12-16
148.52,148.98,141.58,142.36,140.625184638109,6687744.0,0.0,1.0,1,2022-12-15
150.47,151.91,148.45,149.86,148.033788774003,4205878.0,0.0,1.0,1,2022-12-14
150.37,153.21,149.95,150.57,148.735136632201,8811553.0,0.0,1.0,1,2022-12-13
147.82,149.21,146.9426,149.21,147.391709748892,4032780.0,0.0,1.0,1,2022-12-12
105.32,106.44,104.7386,106.215,106.215,20710627.0,0.0,1.0,2,2023-05-05
106.16,106.3,104.7,105.21,105.21,19780637.0,0.0,1.0,2,2023-05-04
106.22,108.13,105.62,106.12,106.12,17116333.0,0.0,1.0,2,2023-05-03
