open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,stock_id,date
141.4,142.985,141.06,141.86,140.131277695716,5898436.0,0.0,1.0,1,2023-01-23
141.67,141.86,140.51,141.2,139.479320531758,7153341.0,0.0,1.0,1,2023-01-20
140.0,142.23,139.75,140.62,138.906388478582,4833924.0,0.0,1.0,1,2023-01-19
144.4,144.678,140.225,140.41,138.698947562777,6445642.0,0.0,1.0,1,2023-01-18
146.42,147.18,145.01,145.19,143.420697932053,2986461.0,0.0,1.0,1,2023-01-17
144.06,146.1,144.01,145.89,144.112167651403,2455786.0,0.0,1.0,1,2023-01-13
144.88,146.66,144.52,145.55,143.776310930576,2716118.0,0.0,1.0,1,2023-01-12
145.0,145.53,143.45,145.26,143.489844903988,3268738.0,0.0,1.0,1,2023-01-11
143.61,144.85,142.9,144.8,143.035450516987,2152172.0,0.0,1.0,1,2023-01-10
144.08,145.47,143.4,143.55,141.800683161004,3987782.0,0.0,1.0,1,2023-01-09
142.38,144.25,141.58,143.7,141.948855243722,3574042.0,0.0,1.0,1,2023-01-06
142.44,142.498,140.01,141.11,139.390417282127,2866648.0,0.0,1.0,1,2023-01-05
142.07,143.615,141.3675,142.6,140.862259970458,3869236.0,0.0,1.0,1,2023-01-04
141.1,141.9,140.48,141.55,139.825055391433,3338829.0,0.0,1.0,1,2023-01-03
140.54,140.9,139.45,140.89,139.173098227474,2858110.0,0.0,1.0,1,2022-12-30
140.58,142.26,140.45,141.06,139.341026587888,2337207.0,0.0,1.0,1,2022-12-29
142.4,142.81,139.95,140.02,138.31370014771,2539577.0,0.0,1.0,1,2022-12-28
141.73,142.72,141.23,142.42,140.684453471196,2742525.0,0.0,1.0,1,2022-12-27
140.59,141.8565,139.6,141.65,139.923836779911,2092715.0,0.0,1.0,1,2022-12-23
